school,discipline,teacher,id_student,student,behavior,start_time,end_time,duration_seconds,date,source
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-18 08:02:00,2026-03-18 08:02:28,28.0,2026-03-18,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-18 08:02:29,2026-03-18 08:03:24,55.0,2026-03-18,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-18 08:03:32,2026-03-18 08:03:45,13.0,2026-03-18,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-18 08:03:52,2026-03-18 08:04:45,53.0,2026-03-18,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-18 08:04:48,2026-03-18 08:12:18,450.0,2026-03-18,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-18 08:12:23,2026-03-18 08:13:15,52.0,2026-03-18,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-18 08:13:21,2026-03-18 08:21:55,514.0,2026-03-18,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-18 08:22:03,2026-03-18 08:22:51,48.0,2026-03-18,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-18 08:22:54,2026-03-18 08:34:47,713.0,2026-03-18,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Dormindo,2026-03-18 08:34:53,2026-03-18 08:39:17,264.0,2026-03-18,simulated
