school,discipline,teacher,id_student,student,behavior,start_time,end_time,duration_seconds,date,source
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 08:00:00,2026-03-24 08:08:55,535.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Dormindo,2026-03-24 08:09:02,2026-03-24 08:12:26,204.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 08:12:34,2026-03-24 08:19:34,420.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-24 08:19:41,2026-03-24 08:21:44,123.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 08:21:52,2026-03-24 08:31:19,567.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 08:31:21,2026-03-24 08:39:48,507.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 08:39:55,2026-03-24 08:40:05,10.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-24 08:40:11,2026-03-24 08:42:59,168.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-24 08:43:00,2026-03-24 08:43:54,54.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 08:43:57,2026-03-24 08:44:23,26.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 08:44:24,2026-03-24 08:49:49,325.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-24 08:49:53,2026-03-24 08:50:53,60.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 08:50:59,2026-03-24 08:58:36,457.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 08:58:39,2026-03-24 08:59:02,23.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 08:59:06,2026-03-24 09:05:48,402.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 09:05:56,2026-03-24 09:06:28,32.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 09:06:29,2026-03-24 09:12:14,345.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-24 09:12:17,2026-03-24 09:14:30,133.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 09:14:32,2026-03-24 09:15:11,39.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 09:15:13,2026-03-24 09:21:31,378.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 09:21:35,2026-03-24 09:21:58,23.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 09:22:05,2026-03-24 09:29:01,416.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 09:29:02,2026-03-24 09:29:37,35.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-24 09:29:43,2026-03-24 09:30:45,62.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 09:30:45,2026-03-24 09:36:06,321.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 09:36:09,2026-03-24 09:36:34,25.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 09:36:41,2026-03-24 09:43:11,390.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 09:43:11,2026-03-24 09:43:47,36.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 09:43:49,2026-03-24 09:50:09,380.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-24 09:50:10,2026-03-24 09:51:02,52.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 09:51:05,2026-03-24 09:56:44,339.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 09:56:49,2026-03-24 09:57:16,27.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 09:57:16,2026-03-24 10:04:13,417.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Dormindo,2026-03-24 10:04:17,2026-03-24 10:06:22,125.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-24 10:06:26,2026-03-24 10:07:24,58.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 10:07:29,2026-03-24 10:07:46,17.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 10:07:49,2026-03-24 10:13:25,336.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 10:13:25,2026-03-24 10:22:45,560.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-24 10:22:49,2026-03-24 10:25:48,179.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 10:25:56,2026-03-24 10:31:44,348.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 10:31:49,2026-03-24 10:32:14,25.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 10:32:14,2026-03-24 10:41:30,556.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-24 10:41:30,2026-03-24 10:42:34,64.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 10:42:42,2026-03-24 10:54:39,717.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-24 10:54:44,2026-03-24 10:55:09,25.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 10:55:13,2026-03-24 11:05:59,646.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 11:05:59,2026-03-24 11:06:15,16.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 11:06:20,2026-03-24 11:16:12,592.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 11:16:13,2026-03-24 11:16:45,32.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 11:16:52,2026-03-24 11:22:22,330.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-24 11:22:25,2026-03-24 11:22:51,26.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 11:22:55,2026-03-24 11:33:39,644.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-24 11:33:45,2026-03-24 11:34:09,24.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-24 11:34:09,2026-03-24 11:40:00,351.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 08:02:00,2026-03-24 08:08:26,386.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-24 08:08:27,2026-03-24 08:09:12,45.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-24 08:09:13,2026-03-24 08:11:48,155.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-24 08:11:48,2026-03-24 08:13:17,89.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 08:13:21,2026-03-24 08:23:30,609.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-24 08:23:35,2026-03-24 08:23:58,23.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 08:24:03,2026-03-24 08:32:21,498.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-24 08:32:29,2026-03-24 08:32:57,28.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 08:33:00,2026-03-24 08:38:40,340.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-24 08:38:46,2026-03-24 08:40:42,116.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 08:40:43,2026-03-24 08:45:56,313.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-24 08:45:56,2026-03-24 08:46:27,31.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 08:46:31,2026-03-24 08:56:29,598.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-24 08:56:37,2026-03-24 08:57:02,25.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-24 08:57:06,2026-03-24 08:57:41,35.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 08:57:45,2026-03-24 09:05:02,437.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-24 09:05:07,2026-03-24 09:06:17,70.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 09:06:25,2026-03-24 09:12:07,342.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-24 09:12:11,2026-03-24 09:12:38,27.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 09:12:42,2026-03-24 09:22:51,609.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-24 09:22:54,2026-03-24 09:23:04,10.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 09:23:05,2026-03-24 09:28:24,319.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-24 09:28:26,2026-03-24 09:29:54,88.0,2026-03-24,simulated
Escola Estadual Criança Esperança,Geografia,Professor_Diego,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-24 09:29:57,2026-03-24 09:35:29,332.0,2026-03-24,simulated
