school,discipline,teacher,id_student,student,behavior,start_time,end_time,duration_seconds,date,source
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-25 08:00:00,2026-03-25 08:02:24,144.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 08:02:27,2026-03-25 08:13:32,665.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 08:13:36,2026-03-25 08:14:03,27.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 08:14:09,2026-03-25 08:25:30,681.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-25 08:25:30,2026-03-25 08:27:14,104.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 08:27:18,2026-03-25 08:35:24,486.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-25 08:35:32,2026-03-25 08:37:27,115.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 08:37:29,2026-03-25 08:45:59,510.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 08:46:06,2026-03-25 08:46:31,25.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 08:46:36,2026-03-25 08:53:00,384.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 08:53:04,2026-03-25 08:53:44,40.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-25 08:53:48,2026-03-25 08:54:33,45.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 08:54:37,2026-03-25 08:54:47,10.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 08:54:54,2026-03-25 09:01:42,408.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 09:01:49,2026-03-25 09:02:29,40.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 09:02:37,2026-03-25 09:10:16,459.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-25 09:10:22,2026-03-25 09:12:29,127.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 09:12:35,2026-03-25 09:18:19,344.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Dormindo,2026-03-25 09:18:26,2026-03-25 09:20:12,106.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 09:20:20,2026-03-25 09:25:29,309.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 09:25:31,2026-03-25 09:26:03,32.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 09:26:05,2026-03-25 09:32:04,359.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-25 09:32:12,2026-03-25 09:33:09,57.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 09:33:09,2026-03-25 09:40:10,421.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 09:40:18,2026-03-25 09:46:27,369.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 09:46:35,2026-03-25 09:47:06,31.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 09:47:07,2026-03-25 09:52:43,336.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-25 09:52:48,2026-03-25 09:53:58,70.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 09:54:06,2026-03-25 09:54:24,18.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 09:54:31,2026-03-25 10:01:50,439.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-25 10:01:52,2026-03-25 10:04:41,169.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 10:04:49,2026-03-25 10:05:08,19.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 10:05:11,2026-03-25 10:14:35,564.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 10:14:38,2026-03-25 10:14:49,11.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 10:14:51,2026-03-25 10:23:18,507.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 10:23:20,2026-03-25 10:29:59,399.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 10:30:02,2026-03-25 10:30:39,37.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 10:30:40,2026-03-25 10:42:15,695.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-25 10:42:20,2026-03-25 10:44:01,101.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 10:44:07,2026-03-25 10:51:06,419.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 10:51:09,2026-03-25 10:51:25,16.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 10:51:33,2026-03-25 11:03:08,695.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-25 11:03:16,2026-03-25 11:05:43,147.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-25 11:05:48,2026-03-25 11:07:01,73.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 11:07:03,2026-03-25 11:13:10,367.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 11:13:15,2026-03-25 11:13:33,18.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 11:13:36,2026-03-25 11:23:51,615.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-25 11:23:55,2026-03-25 11:24:27,32.0,2026-03-25,simulated
Escola Estadual Criança Esperança,Ciências,Professora_Elisa,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-25 11:24:35,2026-03-25 11:33:30,535.0,2026-03-25,simulated
