school,discipline,teacher,id_student,student,behavior,start_time,end_time,duration_seconds,date,source
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-13 08:00:00,2026-03-13 08:10:15,615.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-13 08:10:20,2026-03-13 08:10:49,29.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-13 08:10:51,2026-03-13 08:21:07,616.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-13 08:21:13,2026-03-13 08:23:34,141.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-13 08:23:41,2026-03-13 08:29:46,365.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-13 08:29:47,2026-03-13 08:30:19,32.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-13 08:30:21,2026-03-13 08:39:07,526.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-13 08:39:15,2026-03-13 08:39:47,32.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-13 08:39:55,2026-03-13 08:49:06,551.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-13 08:49:12,2026-03-13 08:49:38,26.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-13 08:49:44,2026-03-13 08:58:07,503.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-13 08:58:09,2026-03-13 08:59:36,87.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-13 08:59:41,2026-03-13 09:09:42,601.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-13 09:09:45,2026-03-13 09:11:50,125.0,2026-03-13,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-13 09:11:57,2026-03-13 09:21:31,574.0,2026-03-13,simulated
