school,discipline,teacher,id_student,student,behavior,start_time,end_time,duration_seconds,date,source
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-16 08:00:00,2026-03-16 08:01:18,78.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-16 08:01:21,2026-03-16 08:02:00,39.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 08:02:01,2026-03-16 08:10:57,536.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-16 08:11:02,2026-03-16 08:12:17,75.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 08:12:24,2026-03-16 08:19:17,413.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-16 08:19:17,2026-03-16 08:19:53,36.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 08:20:01,2026-03-16 08:31:22,681.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-16 08:31:28,2026-03-16 08:31:56,28.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 08:32:02,2026-03-16 08:42:38,636.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-16 08:42:41,2026-03-16 08:43:07,26.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-16 08:43:14,2026-03-16 08:46:14,180.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 08:46:21,2026-03-16 08:57:23,662.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 08:57:31,2026-03-16 09:05:29,478.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-16 09:05:30,2026-03-16 09:06:01,31.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 09:06:02,2026-03-16 09:16:43,641.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-16 09:16:44,2026-03-16 09:17:16,32.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 09:17:22,2026-03-16 09:27:03,581.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-16 09:27:10,2026-03-16 09:27:34,24.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 09:27:38,2026-03-16 09:36:25,527.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 09:36:25,2026-03-16 09:44:42,497.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-16 09:44:44,2026-03-16 09:55:30,646.0,2026-03-16,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-16 09:55:30,2026-03-16 09:55:57,27.0,2026-03-16,simulated
