school,discipline,teacher,id_student,student,behavior,start_time,end_time,duration_seconds,date,source
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-20 08:02:00,2026-03-20 08:08:00,360.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-20 08:08:00,2026-03-20 08:08:10,10.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-20 08:08:10,2026-03-20 08:08:44,34.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-20 08:08:51,2026-03-20 08:19:02,611.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-20 08:19:02,2026-03-20 08:19:17,15.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-20 08:19:23,2026-03-20 08:27:06,463.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-20 08:27:12,2026-03-20 08:27:46,34.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-20 08:27:46,2026-03-20 08:29:14,88.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-20 08:29:17,2026-03-20 08:29:53,36.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-20 08:29:55,2026-03-20 08:40:48,653.0,2026-03-20,simulated
Escola Estadual Criança Esperança,Português,Professor_Bruno,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-20 08:40:55,2026-03-20 08:41:17,22.0,2026-03-20,simulated
