school,discipline,teacher,id_student,student,behavior,start_time,end_time,duration_seconds,date,source
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 08:02:00,2026-03-23 08:12:02,602.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 08:12:05,2026-03-23 08:12:33,28.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Dormindo,2026-03-23 08:12:37,2026-03-23 08:14:27,110.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 08:14:31,2026-03-23 08:16:12,101.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 08:16:18,2026-03-23 08:27:59,701.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 08:28:05,2026-03-23 08:28:37,32.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 08:28:39,2026-03-23 08:34:44,365.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 08:34:44,2026-03-23 08:35:07,23.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 08:35:13,2026-03-23 08:38:02,169.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 08:38:10,2026-03-23 08:45:55,465.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-23 08:45:59,2026-03-23 08:46:33,34.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 08:46:35,2026-03-23 08:53:21,406.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 08:53:22,2026-03-23 08:55:20,118.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 08:55:21,2026-03-23 09:05:52,631.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 09:05:55,2026-03-23 09:08:02,127.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 09:08:08,2026-03-23 09:08:29,21.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 09:08:29,2026-03-23 09:17:39,550.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 09:17:47,2026-03-23 09:18:27,40.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 09:18:28,2026-03-23 09:20:25,117.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 09:20:32,2026-03-23 09:32:23,711.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 09:32:29,2026-03-23 09:32:49,20.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 09:32:56,2026-03-23 09:33:58,62.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 09:33:58,2026-03-23 09:34:26,28.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 09:34:29,2026-03-23 09:35:36,67.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 09:35:41,2026-03-23 09:41:38,357.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 09:41:40,2026-03-23 09:42:02,22.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 09:42:09,2026-03-23 09:53:26,677.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 09:53:27,2026-03-23 09:55:22,115.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 09:55:30,2026-03-23 09:55:48,18.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 09:55:52,2026-03-23 09:58:34,162.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 09:58:36,2026-03-23 10:06:38,482.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-23 10:06:45,2026-03-23 10:08:08,83.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 10:08:11,2026-03-23 10:16:44,513.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 10:16:48,2026-03-23 10:17:22,34.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 10:17:23,2026-03-23 10:27:23,600.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 10:27:29,2026-03-23 10:28:02,33.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 10:28:08,2026-03-23 10:37:45,577.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 10:37:46,2026-03-23 10:38:06,20.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-23 10:38:10,2026-03-23 10:45:51,461.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-23 10:45:51,2026-03-23 10:46:06,15.0,2026-03-23,simulated
Escola Estadual Criança Esperança,História,Professora_Carla,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-23 10:46:06,2026-03-23 10:47:18,72.0,2026-03-23,simulated
