school,discipline,teacher,id_student,student,behavior,start_time,end_time,duration_seconds,date,source
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-02-13 08:00:00,2026-02-13 08:05:12,312.0,2026-02-13,simulated
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-02-13 08:05:16,2026-02-13 08:05:43,27.0,2026-02-13,simulated
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-02-13 08:05:44,2026-02-13 08:11:00,316.0,2026-02-13,simulated
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-02-13 08:11:00,2026-02-13 08:11:32,32.0,2026-02-13,simulated
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-02-13 08:11:40,2026-02-13 08:20:29,529.0,2026-02-13,simulated
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-02-13 08:20:33,2026-02-13 08:20:43,10.0,2026-02-13,simulated
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-02-13 08:20:45,2026-02-13 08:27:04,379.0,2026-02-13,simulated
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Dormindo,2026-02-13 08:27:07,2026-02-13 08:29:33,146.0,2026-02-13,simulated
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-02-13 08:29:34,2026-02-13 08:35:23,349.0,2026-02-13,simulated
Escola Estadual Criança Esperança,Matemática,Professor Simulado,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-02-13 08:35:28,2026-02-13 08:37:20,112.0,2026-02-13,simulated
